town,town_norm,CITY_NAME_from_master,S_NAME_from_master,LON,LAT,dist_km,total_87,公益財団法人　結核予防会　複十字病院,医療法人　啓仁会　吉祥寺南病院,医療法人　徳洲会　武蔵野徳洲会病院,医療法人社団　山斗会　山中病院,医療法人社団　時正会　佐々総合病院,医療法人社団　東山会　調布東山病院,医療法人社団　武蔵野会　一橋病院,医療法人社団　永寿会　三鷹中央病院,医療法人財団　きよせ旭が丘記念病院,医療法人財団　緑秀会　田無病院,医療法人財団　荻窪病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,学校法人　順天堂　順天堂大学医学部附属練馬病院,独立行政法人　国立病院機構　東京病院,緑風荘病院
小金井市貫井北町四丁目,小金井市貫井北町四丁目,小金井市,貫井北町四丁目,139.49166402603868,35.70619565369678,4.997993946223118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小金井市貫井北町五丁目,小金井市貫井北町五丁目,小金井市,貫井北町五丁目,139.48919826172346,35.70277678213473,5.390966995952293,108.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
小金井市貫井南町一丁目,小金井市貫井南町一丁目,小金井市,貫井南町一丁目,139.49610476531123,35.69050218858847,5.824552325318462,203.0,0.0,0.0,105.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小金井市貫井南町二丁目,小金井市貫井南町二丁目,小金井市,貫井南町二丁目,139.49768092116918,35.69434122214499,5.413150914027091,285.0,0.0,0.0,0.0,0.0,72.0,0.0,142.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小金井市貫井南町三丁目,小金井市貫井南町三丁目,小金井市,貫井南町三丁目,139.4955652578675,35.6993438618377,5.165519938864992,312.0,146.0,0.0,52.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小金井市貫井南町四丁目,小金井市貫井南町四丁目,小金井市,貫井南町四丁目,139.49353625668513,35.695884435602395,5.55857829963434,274.0,134.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,39.0
小金井市貫井南町五丁目,小金井市貫井南町五丁目,小金井市,貫井南町五丁目,139.49116701363644,35.69218134324736,5.9971057114067605,135.0,0.0,0.0,95.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小平市上水新町二丁目,小平市上水新町二丁目,小平市,上水新町二丁目,139.45145323387254,35.72258322919091,7.925188799005858,372.0,0.0,0.0,67.0,0.0,126.0,0.0,53.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0
小平市上水新町三丁目,小平市上水新町三丁目,小平市,上水新町三丁目,139.45903965964962,35.72040132654228,7.275040511836255,157.0,0.0,0.0,0.0,0.0,53.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小平市たかの台,小平市たかの台,小平市,たかの台,139.45709987200556,35.72371346235063,7.405706039749001,702.0,113.0,0.0,45.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0
小平市栄町一丁目,小平市栄町一丁目,小平市,栄町一丁目,139.44158889164467,35.734618384421424,8.791133441641309,61.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
小平市栄町二丁目,小平市栄町二丁目,小平市,栄町二丁目,139.44880672469262,35.73414272106963,8.137645675709182,402.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,208.0
小平市栄町三丁目,小平市栄町三丁目,小平市,栄町三丁目,139.45144371170048,35.73597667028763,7.915138146689444,654.0,0.0,89.0,38.0,51.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,24.0,0.0,68.0
小平市小川西町一丁目,小平市小川西町一丁目,小平市,小川西町一丁目,139.45411109208405,35.73559788456708,7.671665103335632,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0
小平市小川西町二丁目,小平市小川西町二丁目,小平市,小川西町二丁目,139.45882752389414,35.738428845625535,7.282329715889848,1094.0,0.0,0.0,347.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,494.0
小平市小川西町三丁目,小平市小川西町三丁目,小平市,小川西町三丁目,139.46248669407865,35.74111984792398,7.002667519286659,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,38.0,0.0,87.0,754.0
小平市小川西町四丁目,小平市小川西町四丁目,小平市,小川西町四丁目,139.46227046544263,35.73670324733378,6.950599384358047,243.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0
小平市小川西町五丁目,小平市小川西町五丁目,小平市,小川西町五丁目,139.45809364453356,35.73484891777336,7.306662895533259,984.0,41.0,0.0,0.0,0.0,86.0,0.0,33.0,0.0,0.0,78.0,0.0,41.0,0.0,0.0,705.0
小平市小川東町,小平市小川東町,小平市,小川東町,139.4778973272669,35.73477923508262,5.525412305645531,1229.0,80.0,0.0,84.0,0.0,62.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0
小平市小川東町一丁目,小平市小川東町一丁目,小平市,小川東町一丁目,139.46451653015936,35.73650158384389,6.74663719820682,2109.0,566.0,56.0,36.0,0.0,213.0,78.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0
小平市小川東町二丁目,小平市小川東町二丁目,小平市,小川東町二丁目,139.4670857612713,35.74281813994527,6.633440828365757,4898.0,0.0,0.0,53.0,41.0,0.0,77.0,337.0,0.0,0.0,153.0,0.0,145.0,0.0,53.0,4039.0
小平市小川東町三丁目,小平市小川東町三丁目,小平市,小川東町三丁目,139.46976904137875,35.73820747920323,6.3010553691397755,1519.0,0.0,0.0,0.0,0.0,35.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.0
小平市小川東町四丁目,小平市小川東町四丁目,小平市,小川東町四丁目,139.4752544481315,35.73761522293689,5.801677022165593,1583.0,117.0,0.0,0.0,0.0,55.0,0.0,99.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,958.0
小平市小川東町五丁目,小平市小川東町五丁目,小平市,小川東町五丁目,139.47094451266452,35.73327008230995,6.137259099371937,1336.0,0.0,0.0,0.0,57.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,815.0
小平市上水本町一丁目,小平市上水本町一丁目,小平市,上水本町一丁目,139.46270442170314,35.719317872948096,6.966916923521052,375.0,38.0,61.0,41.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,67.0,129.0,0.0,0.0
小平市上水本町二丁目,小平市上水本町二丁目,小平市,上水本町二丁目,139.46790997526182,35.718696316957214,6.516788479936272,475.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0
小平市上水本町三丁目,小平市上水本町三丁目,小平市,上水本町三丁目,139.4699130794785,35.71680404498713,6.383592786681865,291.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
小平市上水本町四丁目,小平市上水本町四丁目,小平市,上水本町四丁目,139.47645895157592,35.716340956235044,5.822485523683421,1776.0,0.0,0.0,44.0,0.0,0.0,0.0,1367.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,268.0
小平市上水本町五丁目,小平市上水本町五丁目,小平市,上水本町五丁目,139.47745681236609,35.71196088522743,5.881240803957383,1297.0,0.0,0.0,0.0,0.0,327.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小平市上水本町六丁目,小平市上水本町六丁目,小平市,上水本町六丁目,139.47420896204653,35.71302536870172,6.121040418869501,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
小平市上水南町一丁目,小平市上水南町一丁目,小平市,上水南町一丁目,139.48232025065712,35.714064823085366,5.3894764351337265,2825.0,0.0,0.0,868.0,0.0,218.0,0.0,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
小平市上水南町二丁目,小平市上水南町二丁目,小平市,上水南町二丁目,139.4859439191478,35.71211797923215,5.159568073816203,996.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,137.0
小平市上水南町三丁目,小平市上水南町三丁目,小平市,上水南町三丁目,139.49174906758117,35.71275263465306,4.649977782730293,538.0,0.0,0.0,97.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0
小平市上水南町四丁目,小平市上水南町四丁目,小平市,上水南町四丁目,139.49040697421623,35.71001825389759,4.8897853088199055,241.0,0.0,0.0,95.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小平市喜平町一丁目,小平市喜平町一丁目,小平市,喜平町一丁目,139.4868049008201,35.716142409922526,4.932327587872166,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0
小平市喜平町二丁目,小平市喜平町二丁目,小平市,喜平町二丁目,139.48440868533538,35.719401570227575,5.043546431015865,403.0,0.0,0.0,0.0,0.0,123.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
小平市喜平町三丁目,小平市喜平町三丁目,小平市,喜平町三丁目,139.4897695711844,35.71951335273463,4.570640701634092,1514.0,40.0,0.0,366.0,0.0,609.0,0.0,364.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,92.0
小平市津田町一丁目,小平市津田町一丁目,小平市,津田町一丁目,139.463258832735,35.72354991036907,6.854048767517999,335.0,30.0,0.0,44.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
小平市津田町二丁目,小平市津田町二丁目,小平市,津田町二丁目,139.46686881884153,35.722993399372974,6.5367899420670845,961.0,0.0,0.0,47.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,376.0
小平市津田町三丁目,小平市津田町三丁目,小平市,津田町三丁目,139.46977487046047,35.72270061000227,6.280286120396818,1108.0,0.0,0.0,0.0,55.0,236.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0
小平市学園西町一丁目,小平市学園西町一丁目,小平市,学園西町一丁目,139.4761464403387,35.71946489613913,5.770760017411703,5686.0,0.0,0.0,45.0,0.0,110.0,0.0,5256.0,0.0,0.0,45.0,0.0,50.0,0.0,0.0,180.0
小平市学園西町二丁目,小平市学園西町二丁目,小平市,学園西町二丁目,139.475387180626,35.72283875311115,5.775920582083997,1612.0,152.0,197.0,120.0,0.0,0.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0
小平市学園西町三丁目,小平市学園西町三丁目,小平市,学園西町三丁目,139.47457807564598,35.725505235335234,5.816572831179262,2573.0,94.0,87.0,277.0,0.0,167.0,0.0,817.0,0.0,0.0,0.0,0.0,783.0,0.0,0.0,348.0
小平市学園東町,小平市学園東町,小平市,学園東町,139.48551120025346,35.727100985110624,4.819392219772716,1968.0,0.0,0.0,129.0,0.0,200.0,0.0,1243.0,0.0,0.0,41.0,0.0,159.0,0.0,38.0,158.0
小平市学園東町一丁目,小平市学園東町一丁目,小平市,学園東町一丁目,139.48052718984974,35.72473808856049,5.289891876789142,1467.0,0.0,0.0,178.0,0.0,0.0,0.0,936.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,252.0
小平市学園東町二丁目,小平市学園東町二丁目,小平市,学園東町二丁目,139.485252500182,35.72397744782548,4.876417989869291,1690.0,0.0,0.0,235.0,109.0,166.0,0.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
小平市学園東町三丁目,小平市学園東町三丁目,小平市,学園東町三丁目,139.48966889303617,35.724172501774675,4.4784847099494405,836.0,0.0,0.0,0.0,0.0,74.0,0.0,607.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,124.0
小平市美園町一丁目,小平市美園町一丁目,小平市,美園町一丁目,139.4887562023058,35.73563630469682,4.5639413756294465,1458.0,402.0,59.0,30.0,0.0,338.0,0.0,79.0,0.0,0.0,0.0,0.0,252.0,29.0,0.0,269.0
小平市美園町二丁目,小平市美園町二丁目,小平市,美園町二丁目,139.49026820051765,35.737260691273896,4.459047838896197,450.0,0.0,0.0,0.0,0.0,161.0,0.0,178.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,68.0
小平市美園町三丁目,小平市美園町三丁目,小平市,美園町三丁目,139.48893278342877,35.74141279784145,4.683470656973142,475.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,135.0,162.0
小平市回田町,小平市回田町,小平市,回田町,139.4951243403432,35.717088611647014,4.1873140059829215,3177.0,165.0,83.0,163.0,45.0,748.0,44.0,913.0,0.0,0.0,137.0,0.0,438.0,39.0,270.0,132.0
小平市御幸町,小平市御幸町,小平市,御幸町,139.50409410546516,35.71589000011023,3.492556052825117,856.0,0.0,0.0,177.0,0.0,123.0,0.0,249.0,0.0,0.0,0.0,0.0,228.0,37.0,0.0,42.0
小平市天神町一丁目,小平市天神町一丁目,小平市,天神町一丁目,139.49410184779933,35.72893400226391,4.035813773630262,1919.0,95.0,0.0,283.0,0.0,564.0,0.0,248.0,0.0,94.0,107.0,0.0,34.0,71.0,52.0,371.0
小平市天神町二丁目,小平市天神町二丁目,小平市,天神町二丁目,139.49410991086356,35.732596960605164,4.046151585647951,547.0,0.0,185.0,0.0,90.0,129.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
小平市天神町三丁目,小平市天神町三丁目,小平市,天神町三丁目,139.49876206475432,35.73162324872671,3.61989121821066,107.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,47.0
小平市天神町四丁目,小平市天神町四丁目,小平市,天神町四丁目,139.49857469291018,35.72864202856183,3.633167523223798,968.0,0.0,0.0,94.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,237.0
小平市大沼町一丁目,小平市大沼町一丁目,小平市,大沼町一丁目,139.49442213506202,35.736181449943274,4.0685975501005744,950.0,0.0,0.0,129.0,0.0,289.0,0.0,41.0,40.0,0.0,0.0,47.0,58.0,0.0,50.0,296.0
小平市大沼町二丁目,小平市大沼町二丁目,小平市,大沼町二丁目,139.49490336700376,35.74042322698515,4.135400401212092,203.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小平市大沼町三丁目,小平市大沼町三丁目,小平市,大沼町三丁目,139.49885101175622,35.739642650796505,3.769219102806941,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
小平市大沼町四丁目,小平市大沼町四丁目,小平市,大沼町四丁目,139.50013320937373,35.74308194307859,3.790934347054125,704.0,0.0,0.0,32.0,37.0,128.0,0.0,54.0,0.0,0.0,0.0,65.0,355.0,33.0,0.0,0.0
小平市大沼町五丁目,小平市大沼町五丁目,小平市,大沼町五丁目,139.50238118790006,35.7386737189531,3.433052969331841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小平市大沼町六丁目,小平市大沼町六丁目,小平市,大沼町六丁目,139.50065751390352,35.73433117895512,3.4800264971930943,338.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0
小平市大沼町七丁目,小平市大沼町七丁目,小平市,大沼町七丁目,139.49786565199065,35.73529915185624,3.7456527931027095,942.0,0.0,0.0,101.0,0.0,201.0,0.0,70.0,0.0,0.0,0.0,45.0,297.0,0.0,30.0,198.0
小平市花小金井南町一丁目,小平市花小金井南町一丁目,小平市,花小金井南町一丁目,139.51260353901077,35.72066694833533,2.572310552720112,1821.0,188.0,0.0,745.0,0.0,697.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
小平市花小金井南町二丁目,小平市花小金井南町二丁目,小平市,花小金井南町二丁目,139.51580263243892,35.722596593140096,2.2239392614248144,597.0,0.0,0.0,116.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
小平市花小金井南町三丁目,小平市花小金井南町三丁目,小平市,花小金井南町三丁目,139.52055312003506,35.721611271241386,1.880466901698469,2287.0,171.0,0.0,1014.0,0.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,210.0
小平市花小金井一丁目,小平市花小金井一丁目,小平市,花小金井一丁目,139.51525288633482,35.72771673981366,2.1377572118177617,1383.0,88.0,0.0,157.0,0.0,999.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小平市花小金井二丁目,小平市花小金井二丁目,小平市,花小金井二丁目,139.51544056717296,35.73247323112925,2.129843611327587,2156.0,217.0,57.0,86.0,48.0,1421.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0
小平市花小金井三丁目,小平市花小金井三丁目,小平市,花小金井三丁目,139.51697830065692,35.736734544445525,2.1164436165720932,1239.0,0.0,0.0,579.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,168.0,26.0,100.0
小平市花小金井四丁目,小平市花小金井四丁目,小平市,花小金井四丁目,139.50968818736467,35.7377260289234,2.772601173057286,1436.0,63.0,91.0,354.0,0.0,275.0,0.0,32.0,86.0,0.0,57.0,0.0,165.0,0.0,0.0,313.0
小平市花小金井五丁目,小平市花小金井五丁目,小平市,花小金井五丁目,139.50933588241676,35.733016787832554,2.683945162186222,1952.0,0.0,0.0,105.0,0.0,925.0,0.0,228.0,0.0,0.0,0.0,0.0,41.0,528.0,43.0,82.0
小平市花小金井六丁目,小平市花小金井六丁目,小平市,花小金井六丁目,139.50839297653695,35.72888685398648,2.746490738631388,1189.0,52.0,253.0,204.0,0.0,479.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
小平市花小金井七丁目,小平市花小金井七丁目,小平市,花小金井七丁目,139.50315553781945,35.7285387287439,3.2204182873785148,411.0,0.0,0.0,113.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
小平市花小金井八丁目,小平市花小金井八丁目,小平市,花小金井八丁目,139.5039286931626,35.733493555154475,3.1747335204383353,595.0,0.0,63.0,97.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
東村山市本町一丁目,東村山市本町一丁目,東村山市,本町一丁目,139.46732409142885,35.754812379726445,7.026173264027655,592.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,54.0,277.0
東村山市本町二丁目,東村山市本町二丁目,東村山市,本町二丁目,139.46741221677112,35.76086763554899,7.311946744733992,1460.0,40.0,0.0,34.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,37.0,0.0,130.0
東村山市本町三丁目,東村山市本町三丁目,東村山市,本町三丁目,139.47137586271378,35.757354804410085,6.814406513320618,1025.0,38.0,78.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,151.0
東村山市本町四丁目,東村山市本町四丁目,東村山市,本町四丁目,139.47211960237104,35.75376053502246,6.582806217797327,3516.0,204.0,0.0,52.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.0,48.0,64.0,1130.0
東村山市久米川町一丁目,東村山市久米川町一丁目,東村山市,久米川町一丁目,139.48200677118112,35.768896593716875,6.722834261505709,3378.0,438.0,0.0,39.0,0.0,47.0,0.0,0.0,0.0,43.0,0.0,0.0,2564.0,206.0,0.0,41.0
東村山市久米川町二丁目,東村山市久米川町二丁目,東村山市,久米川町二丁目,139.4794037231225,35.765628490156786,6.680628373201633,2531.0,86.0,0.0,90.0,0.0,91.0,0.0,55.0,0.0,0.0,0.0,0.0,1980.0,0.0,0.0,229.0
東村山市久米川町三丁目,東村山市久米川町三丁目,東村山市,久米川町三丁目,139.47572075107135,35.76324941045007,6.801897321926203,1611.0,50.0,0.0,52.0,0.0,49.0,0.0,0.0,0.0,52.0,0.0,0.0,1136.0,0.0,0.0,272.0
東村山市久米川町四丁目,東村山市久米川町四丁目,東村山市,久米川町四丁目,139.4706726646078,35.764096245958804,7.236699976338888,1802.0,0.0,0.0,0.0,0.0,44.0,0.0,43.0,0.0,135.0,0.0,0.0,1448.0,0.0,0.0,132.0
東村山市久米川町五丁目,東村山市久米川町五丁目,東村山市,久米川町五丁目,139.47364920846707,35.77219160607455,7.537727317727208,1041.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,917.0,0.0,0.0,0.0
東村山市秋津町一丁目,東村山市秋津町一丁目,東村山市,秋津町一丁目,139.49381558613558,35.77299635389602,6.291439215626183,2222.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.0,319.0,0.0,46.0
東村山市秋津町二丁目,東村山市秋津町二丁目,東村山市,秋津町二丁目,139.48763439445898,35.77143500218075,6.540922066248945,1417.0,201.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,110.0,36.0,64.0
東村山市秋津町三丁目,東村山市秋津町三丁目,東村山市,秋津町三丁目,139.4800271809687,35.77526421206141,7.329371285865645,2562.0,65.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.0,366.0,87.0,229.0
東村山市秋津町四丁目,東村山市秋津町四丁目,東村山市,秋津町四丁目,139.4853654814126,35.777644899568635,7.182587715242827,4367.0,211.0,0.0,0.0,0.0,0.0,83.0,87.0,0.0,208.0,0.0,0.0,2680.0,587.0,139.0,372.0
東村山市秋津町五丁目,東村山市秋津町五丁目,東村山市,秋津町五丁目,139.49294420275544,35.777769594468175,6.753500313450514,2963.0,612.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,1589.0,0.0,391.0,109.0
東村山市青葉町一丁目,東村山市青葉町一丁目,東村山市,青葉町一丁目,139.4950822447957,35.76058517500221,5.225661898588237,8698.0,180.0,0.0,0.0,98.0,136.0,0.0,0.0,0.0,0.0,38.0,0.0,7569.0,126.0,470.0,81.0
東村山市青葉町二丁目,東村山市青葉町二丁目,東村山市,青葉町二丁目,139.48874231707268,35.76350001438554,5.871569407283428,6691.0,91.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,5946.0,229.0,139.0,142.0
東村山市青葉町三丁目,東村山市青葉町三丁目,東村山市,青葉町三丁目,139.4943960930797,35.769017329812144,5.924769705036082,4336.0,388.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,57.0,0.0,0.0,3537.0,190.0,57.0,52.0
東村山市青葉町四丁目,東村山市青葉町四丁目,東村山市,青葉町四丁目,139.49736847734874,35.7661756586059,5.510670434919905,460.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,36.0,0.0,321.0,21.0,18.0,0.0
東村山市恩多町一丁目,東村山市恩多町一丁目,東村山市,恩多町一丁目,139.49001834217265,35.753861033293944,5.153579775457245,2455.0,128.0,0.0,119.0,0.0,42.0,0.0,106.0,0.0,0.0,0.0,0.0,1722.0,82.0,118.0,138.0
東村山市恩多町二丁目,東村山市恩多町二丁目,東村山市,恩多町二丁目,139.48356754856567,35.74942883315533,5.443217961327518,3744.0,78.0,0.0,43.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,2201.0,229.0,0.0,1077.0
東村山市恩多町三丁目,東村山市恩多町三丁目,東村山市,恩多町三丁目,139.48087372378458,35.753776117698806,5.870034167247775,1919.0,175.0,0.0,69.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,922.0,0.0,0.0,681.0
東村山市恩多町四丁目,東村山市恩多町四丁目,東村山市,恩多町四丁目,139.47821192026046,35.75821967511336,6.317217147440441,2292.0,41.0,56.0,39.0,0.0,79.0,0.0,155.0,0.0,0.0,0.0,0.0,1665.0,0.0,0.0,257.0
東村山市恩多町五丁目,東村山市恩多町五丁目,東村山市,恩多町五丁目,139.48623998436534,35.757919520127835,5.683189385684084,2522.0,96.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,39.0,0.0,124.0
東村山市萩山町一丁目,東村山市萩山町一丁目,東村山市,萩山町一丁目,139.4827364981105,35.73780145938568,5.138570623560695,3709.0,122.0,0.0,33.0,0.0,376.0,0.0,110.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,2380.0
東村山市萩山町二丁目,東村山市萩山町二丁目,東村山市,萩山町二丁目,139.47878582888995,35.741384983782936,5.568682507121,5281.0,145.0,0.0,0.0,0.0,200.0,0.0,317.0,0.0,0.0,0.0,0.0,530.0,41.0,129.0,3919.0
東村山市萩山町三丁目,東村山市萩山町三丁目,東村山市,萩山町三丁目,139.47214307559446,35.744550399774795,6.236738073808666,6705.0,399.0,0.0,0.0,0.0,225.0,0.0,147.0,0.0,0.0,0.0,123.0,1009.0,0.0,42.0,4760.0
東村山市萩山町四丁目,東村山市萩山町四丁目,東村山市,萩山町四丁目,139.47654974535465,35.74478018910056,5.861216576432882,1483.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,755.0
東村山市萩山町五丁目,東村山市萩山町五丁目,東村山市,萩山町五丁目,139.48122382834686,35.74528894892099,5.475682663196025,821.0,38.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,64.0,34.0,0.0,127.0,36.0,0.0,383.0
東村山市栄町一丁目,東村山市栄町一丁目,東村山市,栄町一丁目,139.47542485664974,35.75119090649117,6.195975922156357,4409.0,38.0,0.0,40.0,0.0,518.0,0.0,37.0,0.0,0.0,38.0,0.0,2344.0,0.0,0.0,1394.0
東村山市栄町二丁目,東村山市栄町二丁目,東村山市,栄町二丁目,139.47057424139572,35.749008186626924,6.518715881795549,3245.0,256.0,0.0,40.0,0.0,180.0,0.0,30.0,0.0,0.0,0.0,0.0,1361.0,92.0,70.0,1216.0
東村山市栄町三丁目,東村山市栄町三丁目,東村山市,栄町三丁目,139.46674072640172,35.74768744829444,6.8020869041891725,8021.0,39.0,0.0,73.0,0.0,102.0,60.0,65.0,0.0,0.0,0.0,0.0,1764.0,79.0,83.0,5756.0
東村山市富士見町一丁目,東村山市富士見町一丁目,東村山市,富士見町一丁目,139.45861513150624,35.74255745162288,7.375738752056867,5567.0,89.0,0.0,0.0,0.0,46.0,0.0,38.0,0.0,0.0,0.0,0.0,1257.0,318.0,97.0,3722.0
東村山市富士見町二丁目,東村山市富士見町二丁目,東村山市,富士見町二丁目,139.45280243458956,35.741146938392745,7.8645121205184045,1225.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,1009.0
東村山市富士見町三丁目,東村山市富士見町三丁目,東村山市,富士見町三丁目,139.45279454736857,35.747457294261004,8.007778577980533,2432.0,0.0,0.0,82.0,0.0,0.0,0.0,48.0,0.0,0.0,204.0,0.0,357.0,121.0,0.0,1620.0
