town,town_norm,CITY_NAME_from_master,S_NAME_from_master,LON,LAT,dist_km,total_87,公益財団法人　結核予防会　複十字病院,医療法人　啓仁会　吉祥寺南病院,医療法人　徳洲会　武蔵野徳洲会病院,医療法人社団　山斗会　山中病院,医療法人社団　時正会　佐々総合病院,医療法人社団　東山会　調布東山病院,医療法人社団　武蔵野会　一橋病院,医療法人社団　永寿会　三鷹中央病院,医療法人財団　きよせ旭が丘記念病院,医療法人財団　緑秀会　田無病院,医療法人財団　荻窪病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,学校法人　順天堂　順天堂大学医学部附属練馬病院,独立行政法人　国立病院機構　東京病院,緑風荘病院
三鷹市大沢一丁目,三鷹市大沢一丁目,三鷹市,大沢一丁目,139.5406435089872,35.67467468585746,6.12858902150067,907.0,0.0,0.0,234.0,0.0,0.0,364.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市大沢二丁目,三鷹市大沢二丁目,三鷹市,大沢二丁目,139.53500843220246,35.677480188627335,5.824440526206654,475.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市大沢三丁目,三鷹市大沢三丁目,三鷹市,大沢三丁目,139.53253836219437,35.68567408311699,4.935736339258933,598.0,0.0,57.0,0.0,0.0,133.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市大沢四丁目,三鷹市大沢四丁目,三鷹市,大沢四丁目,139.54024461001305,35.667322983504164,6.945026257411081,1074.0,0.0,0.0,0.0,0.0,0.0,944.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市大沢五丁目,三鷹市大沢五丁目,三鷹市,大沢五丁目,139.53419252007282,35.671048548164514,6.542778207254889,383.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市大沢六丁目,三鷹市大沢六丁目,三鷹市,大沢六丁目,139.52879920963727,35.67742800674736,5.889810040712209,1101.0,56.0,0.0,319.0,0.0,196.0,288.0,0.0,130.0,74.0,0.0,38.0,0.0,0.0,0.0,0.0
府中市多磨町一丁目,府中市多磨町一丁目,府中市,多磨町一丁目,139.52008747428366,35.67932800094056,5.8578718261910305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市多磨町二丁目,府中市多磨町二丁目,府中市,多磨町二丁目,139.5196203745816,35.684272738251764,5.347261407603891,488.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
府中市朝日町一丁目,府中市朝日町一丁目,府中市,朝日町一丁目,139.51671290716786,35.67112321680863,6.819406560660152,678.0,0.0,0.0,0.0,0.0,45.0,54.0,151.0,0.0,0.0,0.0,59.0,319.0,0.0,0.0,50.0
府中市朝日町二丁目,府中市朝日町二丁目,府中市,朝日町二丁目,139.51756318439746,35.67506440692202,6.378092699368044,352.0,0.0,0.0,53.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市朝日町三丁目,府中市朝日町三丁目,府中市,朝日町三丁目,139.52188773194098,35.672094023316816,6.592603718328397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市紅葉丘一丁目,府中市紅葉丘一丁目,府中市,紅葉丘一丁目,139.51025265380352,35.674244945689246,6.69062569112295,386.0,0.0,0.0,33.0,0.0,0.0,263.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市紅葉丘二丁目,府中市紅葉丘二丁目,府中市,紅葉丘二丁目,139.5130346528873,35.67827975133949,6.180085165746014,454.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市紅葉丘三丁目,府中市紅葉丘三丁目,府中市,紅葉丘三丁目,139.51415122426187,35.673721445111525,6.617833609710894,276.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市白糸台一丁目,府中市白糸台一丁目,府中市,白糸台一丁目,139.5072535465202,35.66861184489621,7.373024732507124,758.0,0.0,0.0,176.0,0.0,45.0,466.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市白糸台二丁目,府中市白糸台二丁目,府中市,白糸台二丁目,139.51198279785055,35.667918785437514,7.291429730404721,184.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市白糸台三丁目,府中市白糸台三丁目,府中市,白糸台三丁目,139.51637128414697,35.66640904964757,7.330763086272511,552.0,0.0,0.0,0.0,0.0,52.0,448.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
府中市白糸台六丁目,府中市白糸台六丁目,府中市,白糸台六丁目,139.51860432993627,35.662362936289654,7.714019885885262,663.0,0.0,0.0,0.0,0.0,86.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0
府中市押立町二丁目,府中市押立町二丁目,府中市,押立町二丁目,139.5151597063342,35.658603459896035,8.196283681531888,294.0,0.0,0.0,73.0,0.0,0.0,166.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市押立町四丁目,府中市押立町四丁目,府中市,押立町四丁目,139.51569314528552,35.6552830341264,8.541409233236925,362.0,0.0,0.0,0.0,0.0,65.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0
府中市若松町二丁目,府中市若松町二丁目,府中市,若松町二丁目,139.49984478103704,35.6716335592747,7.359564017320952,372.0,0.0,50.0,0.0,0.0,0.0,168.0,51.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
府中市若松町三丁目,府中市若松町三丁目,府中市,若松町三丁目,139.50262538741185,35.6741240361401,6.996837440857016,848.0,0.0,0.0,0.0,0.0,0.0,498.0,52.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市若松町四丁目,府中市若松町四丁目,府中市,若松町四丁目,139.50271099275156,35.67662878805826,6.748026654783762,107.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市若松町五丁目,府中市若松町五丁目,府中市,若松町五丁目,139.502663900259,35.679310257297644,6.490638491366439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市浅間町一丁目,府中市浅間町一丁目,府中市,浅間町一丁目,139.4941466569345,35.677203526738765,7.1008913666614975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市浅間町二丁目,府中市浅間町二丁目,府中市,浅間町二丁目,139.4975525025777,35.683042243252864,6.3928105438801754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市浅間町三丁目,府中市浅間町三丁目,府中市,浅間町三丁目,139.49996231804462,35.68576940663954,6.019541939058364,119.0,54.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市浅間町四丁目,府中市浅間町四丁目,府中市,浅間町四丁目,139.4995208506735,35.681171529860954,6.463821495486557,113.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市天神町一丁目,府中市天神町一丁目,府中市,天神町一丁目,139.48735342566252,35.679776841057574,7.244412307703865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市天神町二丁目,府中市天神町二丁目,府中市,天神町二丁目,139.49076685400053,35.68029647960415,7.005269911571259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市天神町三丁目,府中市天神町三丁目,府中市,天神町三丁目,139.48868382069347,35.683406579587285,6.8596303407913854,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市天神町四丁目,府中市天神町四丁目,府中市,天神町四丁目,139.49301031213946,35.68346896302541,6.603044608308472,51.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市新町一丁目,府中市新町一丁目,府中市,新町一丁目,139.48717873752824,35.68767424088229,6.605605246184506,1261.0,0.0,388.0,42.0,0.0,42.0,707.0,38.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
府中市新町二丁目,府中市新町二丁目,府中市,新町二丁目,139.49337096769446,35.686841427644225,6.293691338348148,249.0,0.0,0.0,92.0,0.0,0.0,46.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市新町三丁目,府中市新町三丁目,府中市,新町三丁目,139.48810649274242,35.69166301892245,6.237278806310747,41.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市幸町二丁目,府中市幸町二丁目,府中市,幸町二丁目,139.4840030157625,35.6797003579514,7.448376774926998,100.0,0.0,0.0,51.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市幸町三丁目,府中市幸町三丁目,府中市,幸町三丁目,139.48327550035373,35.683760978369186,7.162931889387484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市府中町三丁目,府中市府中町三丁目,府中市,府中町三丁目,139.48665212174708,35.67635742537626,7.579357737919249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市緑町一丁目,府中市緑町一丁目,府中市,緑町一丁目,139.48654019971838,35.67314917584952,7.868140228560825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市緑町二丁目,府中市緑町二丁目,府中市,緑町二丁目,139.48941907421613,35.67348647024074,7.68445288381528,121.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市栄町一丁目,府中市栄町一丁目,府中市,栄町一丁目,139.48233060986954,35.688847304735354,6.833857419491488,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
府中市栄町二丁目,府中市栄町二丁目,府中市,栄町二丁目,139.4780337479594,35.68797907949775,7.190025453036375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市飛田給一丁目,調布市飛田給一丁目,調布市,飛田給一丁目,139.5241371258666,35.6618028434744,7.672732357967877,1176.0,0.0,0.0,0.0,0.0,0.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市飛田給二丁目,調布市飛田給二丁目,調布市,飛田給二丁目,139.52254876653697,35.65874019503494,8.033356672121531,1411.0,0.0,0.0,0.0,0.0,0.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
調布市飛田給三丁目,調布市飛田給三丁目,調布市,飛田給三丁目,139.5206296732359,35.655932190967754,8.372771962939712,1120.0,0.0,0.0,0.0,0.0,0.0,1053.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市上石原一丁目,調布市上石原一丁目,調布市,上石原一丁目,139.5303195844679,35.65922912718749,7.881095439186278,1669.0,0.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市上石原二丁目,調布市上石原二丁目,調布市,上石原二丁目,139.52798186468212,35.65583517687781,8.27903358754501,1168.0,0.0,0.0,44.0,0.0,0.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市上石原三丁目,調布市上石原三丁目,調布市,上石原三丁目,139.52397036295753,35.65184125668222,8.768177310128744,1783.0,0.0,0.0,0.0,0.0,0.0,1669.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市富士見町一丁目,調布市富士見町一丁目,調布市,富士見町一丁目,139.53558529840916,35.66050772128187,7.707094045255533,1083.0,0.0,0.0,0.0,0.0,0.0,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市富士見町二丁目,調布市富士見町二丁目,調布市,富士見町二丁目,139.5403927000611,35.65867103578451,7.907163273934,2281.0,0.0,0.0,0.0,0.0,0.0,2106.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市富士見町三丁目,調布市富士見町三丁目,調布市,富士見町三丁目,139.54041901337996,35.66260220383816,7.47015934144794,1993.0,0.0,52.0,57.0,0.0,0.0,1884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市富士見町四丁目,調布市富士見町四丁目,調布市,富士見町四丁目,139.53572213170253,35.665306311941805,7.17343145070122,1361.0,0.0,0.0,0.0,0.0,0.0,1229.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市下石原一丁目,調布市下石原一丁目,調布市,下石原一丁目,139.53592526681248,35.65645770927436,8.156098808103495,1480.0,0.0,0.0,0.0,0.0,0.0,1402.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市下石原二丁目,調布市下石原二丁目,調布市,下石原二丁目,139.5344353260299,35.65374642072473,8.462632719247818,2100.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市下石原三丁目,調布市下石原三丁目,調布市,下石原三丁目,139.53286526572617,35.65119207014787,8.753902290134237,3069.0,0.0,0.0,0.0,0.0,153.0,2734.0,0.0,131.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
調布市小島町一丁目,調布市小島町一丁目,調布市,小島町一丁目,139.54160243307862,35.65442401335986,8.38192470896588,1909.0,0.0,0.0,0.0,0.0,0.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市小島町二丁目,調布市小島町二丁目,調布市,小島町二丁目,139.5404973945428,35.6513216025963,8.724422657979616,6958.0,0.0,0.0,0.0,0.0,41.0,6917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市小島町三丁目,調布市小島町三丁目,調布市,小島町三丁目,139.5388524140983,35.6477764499869,9.117280601180092,5497.0,0.0,0.0,0.0,79.0,0.0,5253.0,0.0,53.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0
調布市布田一丁目,調布市布田一丁目,調布市,布田一丁目,139.54571037853103,35.65331570471235,8.524216799210862,1778.0,0.0,0.0,0.0,0.0,0.0,1778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市布田二丁目,調布市布田二丁目,調布市,布田二丁目,139.5491391635133,35.652209597928724,8.674733745169343,1392.0,0.0,0.0,0.0,46.0,0.0,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市布田三丁目,調布市布田三丁目,調布市,布田三丁目,139.54852828711986,35.64874854096489,9.051925970901255,1766.0,0.0,0.0,0.0,0.0,0.0,1766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市布田四丁目,調布市布田四丁目,調布市,布田四丁目,139.54479401130945,35.65000537562497,8.88593775552614,2252.0,0.0,0.0,48.0,0.0,0.0,2204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市国領町一丁目,調布市国領町一丁目,調布市,国領町一丁目,139.5540802698319,35.651324007439214,8.831290723197498,1317.0,0.0,0.0,0.0,0.0,0.0,1317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市多摩川一丁目,調布市多摩川一丁目,調布市,多摩川一丁目,139.52926787990225,35.649973851573236,8.914601669930514,3735.0,0.0,0.0,0.0,0.0,0.0,3597.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0
調布市多摩川二丁目,調布市多摩川二丁目,調布市,多摩川二丁目,139.52674020413636,35.64749269828627,9.2134337417891,1218.0,0.0,0.0,0.0,0.0,67.0,1073.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市多摩川三丁目,調布市多摩川三丁目,調布市,多摩川三丁目,139.53101060065748,35.64580950226532,9.362461453354712,2926.0,0.0,113.0,0.0,0.0,0.0,2813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市多摩川四丁目,調布市多摩川四丁目,調布市,多摩川四丁目,139.5341242138768,35.64406167227294,9.539695689424482,905.0,0.0,0.0,0.0,0.0,0.0,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市佐須町一丁目,調布市佐須町一丁目,調布市,佐須町一丁目,139.55153945779023,35.66158938455215,7.668138292104361,547.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市佐須町二丁目,調布市佐須町二丁目,調布市,佐須町二丁目,139.55404983893675,35.659914929996795,7.888675853750179,1361.0,0.0,0.0,50.0,0.0,188.0,1123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市佐須町三丁目,調布市佐須町三丁目,調布市,佐須町三丁目,139.55400416963855,35.657078726765526,8.198702204924562,366.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市佐須町四丁目,調布市佐須町四丁目,調布市,佐須町四丁目,139.55818598688953,35.657931369102045,8.177693502250543,833.0,0.0,0.0,74.0,0.0,0.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市佐須町五丁目,調布市佐須町五丁目,調布市,佐須町五丁目,139.5604728798518,35.661512462157006,7.838182051044139,146.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市柴崎一丁目,調布市柴崎一丁目,調布市,柴崎一丁目,139.5627783414169,35.65705416048756,8.370582793834142,947.0,0.0,57.0,0.0,0.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市柴崎二丁目,調布市柴崎二丁目,調布市,柴崎二丁目,139.5646978823391,35.66229633555196,7.858788486621806,293.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市西つつじケ丘一丁目,調布市西つつじケ丘一丁目,調布市,西つつじケ丘一丁目,139.5692541680717,35.66063508910427,8.164587570157893,1193.0,0.0,0.0,137.0,0.0,62.0,564.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0
調布市西つつじケ丘二丁目,調布市西つつじケ丘二丁目,調布市,西つつじケ丘二丁目,139.57289469408866,35.66177976636337,8.163085072587034,299.0,0.0,57.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市緑ケ丘一丁目,調布市緑ケ丘一丁目,調布市,緑ケ丘一丁目,139.58013065047567,35.66908679790321,7.711044082405642,131.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市野水一丁目,調布市野水一丁目,調布市,野水一丁目,139.52434637101558,35.68211573086289,5.457264885665642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市西町,調布市西町,調布市,西町,139.52814132393152,35.66809948417688,6.924674186706757,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市調布ケ丘一丁目,調布市調布ケ丘一丁目,調布市,調布ケ丘一丁目,139.54523214096065,35.65713577487854,8.097429600867407,752.0,0.0,0.0,0.0,0.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市調布ケ丘二丁目,調布市調布ケ丘二丁目,調布市,調布ケ丘二丁目,139.54976494747717,35.655166968327656,8.354382136586676,319.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市調布ケ丘三丁目,調布市調布ケ丘三丁目,調布市,調布ケ丘三丁目,139.54908863883054,35.65904220867635,7.919275967277446,3315.0,0.0,0.0,204.0,51.0,0.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市調布ケ丘四丁目,調布市調布ケ丘四丁目,調布市,調布ケ丘四丁目,139.54470740796845,35.661402694928285,7.620802596342487,610.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺元町一丁目,調布市深大寺元町一丁目,調布市,深大寺元町一丁目,139.5453488323386,35.66363063957063,7.3781103679022,600.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺元町二丁目,調布市深大寺元町二丁目,調布市,深大寺元町二丁目,139.55021990838205,35.664388458598886,7.342882123249569,298.0,0.0,0.0,0.0,80.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺元町三丁目,調布市深大寺元町三丁目,調布市,深大寺元町三丁目,139.54629315831303,35.66595082464603,7.128564917276346,747.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺元町四丁目,調布市深大寺元町四丁目,調布市,深大寺元町四丁目,139.54325360983822,35.669993029467065,6.65905994309943,630.0,0.0,0.0,0.0,0.0,62.0,523.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺元町五丁目,調布市深大寺元町五丁目,調布市,深大寺元町五丁目,139.549431053145,35.66937996896728,6.783346982194017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺北町一丁目,調布市深大寺北町一丁目,調布市,深大寺北町一丁目,139.54749130590633,35.67424302174117,6.224004041849379,409.0,0.0,81.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺北町二丁目,調布市深大寺北町二丁目,調布市,深大寺北町二丁目,139.55242936953667,35.67315917353801,6.414024762514767,167.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺北町三丁目,調布市深大寺北町三丁目,調布市,深大寺北町三丁目,139.54973693910577,35.67659588656648,5.994605840022732,118.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺北町四丁目,調布市深大寺北町四丁目,調布市,深大寺北町四丁目,139.5529823524533,35.679398798124026,5.74555842990874,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0
調布市深大寺北町五丁目,調布市深大寺北町五丁目,調布市,深大寺北町五丁目,139.55000041360242,35.67892997435828,5.742911465082139,196.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺北町六丁目,調布市深大寺北町六丁目,調布市,深大寺北町六丁目,139.54542102479806,35.67911562004408,5.66415692557951,1038.0,0.0,35.0,81.0,0.0,0.0,381.0,0.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺北町七丁目,調布市深大寺北町七丁目,調布市,深大寺北町七丁目,139.54388795547197,35.67478741838045,6.131030370441152,675.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺東町一丁目,調布市深大寺東町一丁目,調布市,深大寺東町一丁目,139.5578157442239,35.6702358717854,6.83897584747763,324.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺東町二丁目,調布市深大寺東町二丁目,調布市,深大寺東町二丁目,139.56070122772715,35.66786169375422,7.162358321597684,408.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺東町三丁目,調布市深大寺東町三丁目,調布市,深大寺東町三丁目,139.5637530667934,35.667750970430085,7.255000833256381,258.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺東町四丁目,調布市深大寺東町四丁目,調布市,深大寺東町四丁目,139.56179670257148,35.671792217633694,6.7730319464175635,347.0,0.0,0.0,101.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
調布市深大寺東町五丁目,調布市深大寺東町五丁目,調布市,深大寺東町五丁目,139.55589735315522,35.67356067089504,6.438050473867451,222.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0
調布市深大寺東町六丁目,調布市深大寺東町六丁目,調布市,深大寺東町六丁目,139.55779261320467,35.67522032081514,6.303436806771712,312.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺東町七丁目,調布市深大寺東町七丁目,調布市,深大寺東町七丁目,139.56005459000465,35.67832850495178,6.033418867539795,793.0,0.0,0.0,55.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺東町八丁目,調布市深大寺東町八丁目,調布市,深大寺東町八丁目,139.55577481180873,35.6802016143447,5.720904558481457,347.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,125.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0
調布市深大寺南町一丁目,調布市深大寺南町一丁目,調布市,深大寺南町一丁目,139.5553867487036,35.662230932316305,7.657926955114675,74.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺南町二丁目,調布市深大寺南町二丁目,調布市,深大寺南町二丁目,139.55790341922676,35.66230022008834,7.698094095527925,1011.0,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺南町三丁目,調布市深大寺南町三丁目,調布市,深大寺南町三丁目,139.56072121004524,35.66444207790638,7.529037119648739,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
調布市深大寺南町四丁目,調布市深大寺南町四丁目,調布市,深大寺南町四丁目,139.5557986186588,35.66518305249972,7.343965292451391,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
