facility,町丁目名,CITY_NAME_from_master,S_NAME_from_master,人数
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区上十条五丁目,北区,上十条五丁目,65.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区上十条四丁目,北区,上十条四丁目,76.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区中十条三丁目,北区,中十条三丁目,60.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区東十条四丁目,北区,東十条四丁目,195.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区浮間三丁目,北区,浮間三丁目,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区王子本町一丁目,北区,王子本町一丁目,50.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区田端一丁目,北区,田端一丁目,133.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区田端三丁目,北区,田端三丁目,321.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区神谷一丁目,北区,神谷一丁目,88.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区豊島一丁目,北区,豊島一丁目,58.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区豊島五丁目,北区,豊島五丁目,33.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区豊島六丁目,北区,豊島六丁目,42.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区赤羽北三丁目,北区,赤羽北三丁目,173.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区赤羽北二丁目,北区,赤羽北二丁目,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北区赤羽西四丁目,北区,赤羽西四丁目,58.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北本市東間一丁目,北本市,東間一丁目,38.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北本市荒井二丁目,北本市,荒井二丁目,36.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北本市西高尾七丁目,北本市,西高尾七丁目,42.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北杜市長坂町白井沢,北杜市,長坂町白井沢,28.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北杜市高根町長沢,北杜市,高根町長沢,120.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北群馬郡榛東村大字新井,北群馬郡榛東村,大字新井,51.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,北足立郡伊奈町内宿台四丁目,北足立郡伊奈町,内宿台四丁目,30.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千代田区岩本町二丁目,千代田区,岩本町二丁目,101.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千曲市大字倉科,千曲市,大字倉科,73.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市中央区生実町,千葉市,中央区生実町,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市緑区あすみが丘四丁目,千葉市,緑区あすみが丘四丁目,85.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市緑区越智町,千葉市,緑区越智町,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市美浜区稲毛海岸三丁目,千葉市,美浜区稲毛海岸三丁目,29.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市花見川区武石町二丁目,千葉市,花見川区武石町二丁目,52.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市若葉区みつわ台三丁目,千葉市,若葉区みつわ台三丁目,23.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市若葉区千城台東二丁目,千葉市,若葉区千城台東二丁目,28.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市若葉区桜木八丁目,千葉市,若葉区桜木八丁目,37.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,千葉市若葉区都賀の台四丁目,千葉市,若葉区都賀の台四丁目,34.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,南島原市南有馬町吉川甲（第７）,南島原市,南有馬町吉川甲（第７）,30.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,南魚沼郡湯沢町大字神立,南魚沼郡湯沢町,大字神立,50.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,取手市東六丁目,取手市,東六丁目,34.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,古河市下大野,古河市,下大野,365.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,古河市駒羽根,古河市,駒羽根,33.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,台東区三筋一丁目,台東区,三筋一丁目,152.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,台東区小島一丁目,台東区,小島一丁目,138.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,台東区日本堤二丁目,台東区,日本堤二丁目,68.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,台東区浅草三丁目,台東区,浅草三丁目,47.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,台東区蔵前四丁目,台東区,蔵前四丁目,78.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,台東区谷中五丁目,台東区,谷中五丁目,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,吉川市きよみ野四丁目,吉川市,きよみ野四丁目,483.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,名古屋市中村区太閤一丁目,名古屋市,中村区太閤一丁目,17.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,名古屋市昭和区天神町一丁目,名古屋市,昭和区天神町一丁目,24.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,名古屋市港区明正一丁目,名古屋市,港区明正一丁目,41.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,名古屋市緑区乗鞍二丁目,名古屋市,緑区乗鞍二丁目,37.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市下新倉一丁目,和光市,下新倉一丁目,44.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市下新倉三丁目,和光市,下新倉三丁目,270.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市下新倉四丁目,和光市,下新倉四丁目,120.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市南一丁目,和光市,南一丁目,610.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市南二丁目,和光市,南二丁目,53.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市広沢,和光市,広沢,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市新倉一丁目,和光市,新倉一丁目,352.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市新倉二丁目,和光市,新倉二丁目,123.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市本町,和光市,本町,111.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市白子一丁目,和光市,白子一丁目,409.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市白子三丁目,和光市,白子三丁目,641.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市白子二丁目,和光市,白子二丁目,122.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市西大和団地,和光市,西大和団地,37.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市諏訪,和光市,諏訪,17.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,和光市諏訪原団地,和光市,諏訪原団地,102.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区二葉三丁目,品川区,二葉三丁目,191.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区二葉二丁目,品川区,二葉二丁目,79.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区八潮五丁目,品川区,八潮五丁目,154.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区勝島一丁目,品川区,勝島一丁目,85.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区北品川五丁目,品川区,北品川五丁目,107.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区南品川二丁目,品川区,南品川二丁目,238.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区南品川四丁目,品川区,南品川四丁目,312.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区大崎二丁目,品川区,大崎二丁目,117.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区大崎五丁目,品川区,大崎五丁目,68.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区平塚二丁目,品川区,平塚二丁目,110.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区戸越六丁目,品川区,戸越六丁目,60.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,品川区西五反田三丁目,品川区,西五反田三丁目,88.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,国分寺市内藤二丁目,国分寺市,内藤二丁目,63.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,坂戸市大字善能寺,坂戸市,大字善能寺,299.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,坂戸市大字戸宮,坂戸市,大字戸宮,49.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,坂戸市大字石井,坂戸市,大字石井,103.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区京島一丁目,墨田区,京島一丁目,57.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区堤通二丁目,墨田区,堤通二丁目,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区墨田一丁目,墨田区,墨田一丁目,62.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区墨田五丁目,墨田区,墨田五丁目,58.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区押上三丁目,墨田区,押上三丁目,106.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区東向島三丁目,墨田区,東向島三丁目,58.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区石原二丁目,墨田区,石原二丁目,183.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区立川三丁目,墨田区,立川三丁目,43.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,墨田区菊川三丁目,墨田区,菊川三丁目,63.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,多摩市一ノ宮三丁目,多摩市,一ノ宮三丁目,31.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大和市林間二丁目,大和市,林間二丁目,75.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大和市西鶴間六丁目,大和市,西鶴間六丁目,34.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大島郡与論町大字朝戸（第１）,大島郡与論町,大字朝戸（第１）,27.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大崎市岩出山字下川原町,大崎市,岩出山字下川原町,155.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区千鳥三丁目,大田区,千鳥三丁目,200.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区南六郷三丁目,大田区,南六郷三丁目,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区多摩川二丁目,大田区,多摩川二丁目,71.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区田園調布一丁目,大田区,田園調布一丁目,88.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区矢口一丁目,大田区,矢口一丁目,59.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区石川町二丁目,大田区,石川町二丁目,65.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区蒲田四丁目,大田区,蒲田四丁目,54.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区蒲田本町一丁目,大田区,蒲田本町一丁目,44.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大田区鵜の木三丁目,大田区,鵜の木三丁目,84.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大阪市住之江区東加賀屋一丁目,大阪市,住之江区東加賀屋一丁目,44.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,大阪市淀川区宮原五丁目,大阪市,淀川区宮原五丁目,29.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,奈良市大森西町,奈良市,大森西町,26.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,姫路市家島町坊勢,姫路市,家島町坊勢,63.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,姫路市青山一丁目,姫路市,青山一丁目,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,守谷市けやき台三丁目,守谷市,けやき台三丁目,54.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,宮崎市高千穂通二丁目,宮崎市,高千穂通二丁目,44.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士吉田市上吉田五丁目,富士吉田市,上吉田五丁目,47.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士市宮島（第１）,富士市,宮島（第１）,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市大字勝瀬,富士見市,大字勝瀬,58.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市大字東大久保,富士見市,大字東大久保,55.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市大字水子,富士見市,大字水子,157.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市大字鶴馬,富士見市,大字鶴馬,34.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市東みずほ台二丁目,富士見市,東みずほ台二丁目,85.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市東みずほ台四丁目,富士見市,東みずほ台四丁目,32.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市諏訪一丁目,富士見市,諏訪一丁目,30.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市貝塚二丁目,富士見市,貝塚二丁目,240.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市関沢二丁目,富士見市,関沢二丁目,43.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市鶴瀬西二丁目,富士見市,鶴瀬西二丁目,78.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富士見市鶴馬二丁目,富士見市,鶴馬二丁目,49.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富山市呉羽本町,富山市,呉羽本町,29.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富山市泉町二丁目,富山市,泉町二丁目,34.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富岡市富岡（第１２）,富岡市,富岡（第１２）,76.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,富岡市黒川（第１）,富岡市,黒川（第１）,76.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小山市大字外城,小山市,大字外城,69.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小山市西城南六丁目,小山市,西城南六丁目,38.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小平市上水新町一丁目,小平市,上水新町一丁目,355.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小平市仲町（第２）,小平市,仲町（第２）,42.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小平市小川町一丁目（第３）,小平市,小川町一丁目（第３）,61.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小平市鈴木町一丁目（第１）,小平市,鈴木町一丁目（第１）,61.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小平市鈴木町二丁目（第１）,小平市,鈴木町二丁目（第１）,101.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小田原市久野（第２）,小田原市,久野（第２）,29.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,小諸市甲小原,小諸市,甲小原,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,山武市沖渡,山武市,沖渡,99.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,岡谷市本町四丁目,岡谷市,本町四丁目,28.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,岩出市大字溝川,岩出市,大字溝川,67.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市並木元町,川口市,並木元町,98.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市中青木二丁目,川口市,中青木二丁目,68.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市元郷三丁目,川口市,元郷三丁目,53.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市元郷四丁目,川口市,元郷四丁目,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市前川四丁目,川口市,前川四丁目,63.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市大字安行,川口市,大字安行,42.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市大字石神,川口市,大字石神,254.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市大字芝（第２）,川口市,大字芝（第２）,198.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市本町四丁目,川口市,本町四丁目,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市栄町一丁目,川口市,栄町一丁目,58.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市芝五丁目,川口市,芝五丁目,59.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市西青木三丁目,川口市,西青木三丁目,78.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市領家二丁目,川口市,領家二丁目,49.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川口市鳩ヶ谷本町一丁目,川口市,鳩ヶ谷本町一丁目,121.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市中原区木月三丁目,川崎市,中原区木月三丁目,173.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市多摩区宿河原一丁目,川崎市,多摩区宿河原一丁目,51.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市多摩区寺尾台二丁目,川崎市,多摩区寺尾台二丁目,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市多摩区菅野戸呂,川崎市,多摩区菅野戸呂,43.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市宮前区初山一丁目,川崎市,宮前区初山一丁目,62.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市宮前区小台二丁目,川崎市,宮前区小台二丁目,213.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市宮前区東有馬二丁目,川崎市,宮前区東有馬二丁目,84.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市宮前区野川（第２）,川崎市,宮前区野川（第２）,51.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市宮前区野川（第３）,川崎市,宮前区野川（第３）,62.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市宮前区鷺沼三丁目,川崎市,宮前区鷺沼三丁目,61.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市川崎区桜本二丁目,川崎市,川崎区桜本二丁目,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市川崎区砂子一丁目,川崎市,川崎区砂子一丁目,14.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市川崎区鋼管通四丁目,川崎市,川崎区鋼管通四丁目,23.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市幸区下平間,川崎市,幸区下平間,44.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市幸区南加瀬一丁目,川崎市,幸区南加瀬一丁目,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市幸区南加瀬三丁目,川崎市,幸区南加瀬三丁目,52.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市幸区南幸町一丁目,川崎市,幸区南幸町一丁目,30.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市幸区堀川町,川崎市,幸区堀川町,13.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市高津区下野毛三丁目,川崎市,高津区下野毛三丁目,43.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市高津区久地一丁目,川崎市,高津区久地一丁目,49.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市高津区坂戸一丁目,川崎市,高津区坂戸一丁目,90.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市高津区坂戸三丁目,川崎市,高津区坂戸三丁目,202.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市高津区明津,川崎市,高津区明津,69.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市高津区末長三丁目,川崎市,高津区末長三丁目,48.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市麻生区細山二丁目,川崎市,麻生区細山二丁目,57.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川崎市麻生区金程三丁目,川崎市,麻生区金程三丁目,98.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市かすみ野一丁目,川越市,かすみ野一丁目,49.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市むさし野南,川越市,むさし野南,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市上野田町,川越市,上野田町,33.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市南大塚五丁目,川越市,南大塚五丁目,32.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市南大塚四丁目,川越市,南大塚四丁目,29.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大塚二丁目,川越市,大塚二丁目,96.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字下広谷,川越市,大字下広谷,31.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字下赤坂,川越市,大字下赤坂,46.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字古谷上,川越市,大字古谷上,24.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字吉田,川越市,大字吉田,34.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字大袋,川越市,大字大袋,38.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字天沼新田,川越市,大字天沼新田,37.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字的場（第２）,川越市,大字的場（第２）,35.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市大字藤間（第１）,川越市,大字藤間（第１）,29.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市岸町一丁目,川越市,岸町一丁目,33.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市川鶴二丁目,川越市,川鶴二丁目,46.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市広栄町,川越市,広栄町,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市旭町三丁目,川越市,旭町三丁目,32.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市熊野町,川越市,熊野町,76.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市砂新田三丁目,川越市,砂新田三丁目,29.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市脇田本町,川越市,脇田本町,35.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市藤原町,川越市,藤原町,31.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市諏訪町,川越市,諏訪町,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,川越市通町,川越市,通町,37.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市原市五井（第４）,市原市,五井（第４）,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市北方二丁目,市川市,北方二丁目,106.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市南八幡一丁目,市川市,南八幡一丁目,66.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市南八幡五丁目,市川市,南八幡五丁目,62.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市島尻,市川市,島尻,80.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市幸二丁目,市川市,幸二丁目,36.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市新田二丁目,市川市,新田二丁目,81.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市柏井町一丁目,市川市,柏井町一丁目,43.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市柏井町二丁目,市川市,柏井町二丁目,121.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市相之川四丁目,市川市,相之川四丁目,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,市川市香取一丁目,市川市,香取一丁目,45.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,平塚市龍城ケ丘,平塚市,龍城ケ丘,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,幸手市中四丁目,幸手市,中四丁目,154.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,幸手市大字千塚,幸手市,大字千塚,68.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,広島市安佐北区真亀三丁目,広島市,安佐北区真亀三丁目,70.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,府中市北山町二丁目,府中市,北山町二丁目,90.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,府中市押立町一丁目,府中市,押立町一丁目,323.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,府中市晴見町三丁目,府中市,晴見町三丁目,40.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,弘前市大字安原二丁目,弘前市,大字安原二丁目,27.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,弘前市大字泉野二丁目,弘前市,大字泉野二丁目,50.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志摩市阿児町鵜方,志摩市,阿児町鵜方,70.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市下宗岡一丁目,志木市,下宗岡一丁目,61.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市下宗岡三丁目,志木市,下宗岡三丁目,120.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市下宗岡二丁目,志木市,下宗岡二丁目,187.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市中宗岡一丁目,志木市,中宗岡一丁目,75.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市中宗岡二丁目,志木市,中宗岡二丁目,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市中宗岡五丁目,志木市,中宗岡五丁目,58.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市中宗岡四丁目,志木市,中宗岡四丁目,87.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市幸町一丁目,志木市,幸町一丁目,108.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市幸町三丁目,志木市,幸町三丁目,50.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市幸町四丁目,志木市,幸町四丁目,62.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市本町五丁目,志木市,本町五丁目,98.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市本町六丁目,志木市,本町六丁目,48.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,志木市本町四丁目,志木市,本町四丁目,64.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,愛甲郡愛川町中津（第２）,愛甲郡愛川町,中津（第２）,31.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,我孫子市下ケ戸,我孫子市,下ケ戸,86.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,我孫子市中峠,我孫子市,中峠,32.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,我孫子市白山一丁目,我孫子市,白山一丁目,54.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,我孫子市船戸一丁目,我孫子市,船戸一丁目,33.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,戸田市中町一丁目,戸田市,中町一丁目,51.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,戸田市大字上戸田,戸田市,大字上戸田,39.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,戸田市大字新曽芦原,戸田市,大字新曽芦原,47.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,戸田市本町三丁目,戸田市,本町三丁目,68.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,戸田市氷川町三丁目,戸田市,氷川町三丁目,196.0
学校法人　順天堂　順天堂大学医学部附属練馬病院,戸田市氷川町二丁目,戸田市,氷川町二丁目,39.0
